question,answer,intent
이거는 무슨 소스예요?,스테이크 소스요,음식반찬소스이름문의
블랙라벨이 무슨 뜻이 있어요?,맛있다는 뜻이죠,음식반찬소스이름문의
그렇네요 그러면은 요거 오리엔탈 드레싱은 어떤 건데요?,약간 간장소스 비슷하다고 생각하시면 될 것 같아요,음식반찬소스이름문의
갈릭이 뭐더라?,마늘 드레싱이에요,음식반찬소스이름문의
이거 고춧가룹니까?,네,음식반찬소스이름문의
"네, 이거 국물이죠?",네,음식반찬소스이름문의
무는 콜라비가 아니네요?,제주산 비트에요,음식반찬소스이름문의
빨간 거 이건 고춧가루 맞죠?,네,음식반찬소스이름문의
양념 이거 깨 속에 들어있는 건 뭐예요? 초록색?,후리 가게라고 밥에 뿌려 드시는 건데 깨하고 김가루 이런 게 섞여 있는 거예요,음식반찬소스이름문의
저거는 뭐예요?,저거는 찍어 먹는 소스에요,음식반찬소스이름문의
이 반찬은 뭐예요?,오징어 젓갈이에요,음식반찬소스이름문의
따뜻한 국물이에요?,네,음식반찬소스이름문의
이거 무슨 물이에요?,보리 차요,음식반찬소스이름문의
이거는 무슨 물이에요 먹어도 되는 건가?,네 손님 드리려고 오가피 물이에요,음식반찬소스이름문의
이거는 죽순이에요?,계은 죽이에요,음식반찬소스이름문의
불고기에요?,네 불고기에요,음식반찬소스이름문의
앞에 병은 뭐예요?,매실 차입니다,음식반찬소스이름문의
이거는 무슨 물이에요?,재스민 차에요,음식반찬소스이름문의
이거는 뭐예요? 열매가?,이거는 초 생강입니다,음식반찬소스이름문의
이거 후추예요?,네 하나는 후추고 하나는 일본식 고추가루에요,음식반찬소스이름문의
국물은 뭐예요?,비법 소스로 만든 거예요,음식반찬소스이름문의
여기 물은 이거 녹차에요?,보리 차에요,음식반찬소스이름문의
이거는 무슨 국물이에요?,미소 국물이에요,음식반찬소스이름문의
로스가스에는 나트륨이 얼마나 들어가 있어요?,로스가스에는 소금 간을 전혀 안 해요,음식성분문의
이거 너무 뜨거운 거 아닌가요?,덜어드시면 돼요,음식온도에대한컴플레인
제 거는 다 돼가요? 기다려야 돼요?,금방 나옵니다,음식이늦게나올때
얼마나 있으면 나와요?,이제 나와요,음식이늦게나올때
음식 언제쯤 나와요?,금방 나올 거예요,음식이늦게나올때
제거는 언제 나와요?,이제 나와요,음식이늦게나올때
유아용 의자 있나요?,네 있습니다,의자요청
아이 의자 따로 있죠?,네 그렇습니다,의자요청
아기 의자도 준비해주실 수 있나요?,네 준비해드릴게요,의자요청
아기의자 대여 가능한가요?,네 가능합니다,의자요청
아기 시트 하나 놔 주실 수 있나요?,네 아기 시트같이 준비해 드릴게요,의자요청
베이비 체어 있나요?,네 유아용 의자가 마련되어 있습니다,의자요청
이거 누가 먹던 밥인 거 같은데요?,이게 먹던 건 아니고 제일 마지막에 뜬 밥이라서 양이 좀 적네요 새로 가져다드릴게요,이물질발견등음식위생지적
깍두기에 머리카락 붙었다,죄송합니다,이물질발견등음식위생지적
먹기는 잘 먹었는데 조개껍질인가 홍합 껍질이 씹히더라,볶다가 조금씩 부서질 수는 있어요,이물질발견등음식위생지적
저번 달에도 왔었는데 왜 그걸 이제 말씀하세요,미리 말씀 못 드려서 죄송합니다,이벤트기간에대한컴플레인
그러면 이거는 사진을 찍어서 올리면 음료는 바로 줘요?,네 사진을 페이스북이나 인스타그램에 올리시면 바로 제공해드려요,이벤트메뉴문의
이거 이벤트는 사진 찍어서 페이스북이나 인스타에만 올려야 돼요? 카카오스토리에는 올리면 안 돼요?,카카오스토리는 요즘 사용을 거의 안 하셔서요,이벤트메뉴문의
생일날 메뉴 한가지 무료 적혀있던데 저건 뭐예요?,멤버십 회원가입하시면 해드리는 생일 이벤트에요,이벤트문의
이건 요지예요?,네 맞아요,이쑤시개문의요청
5명인데 좀 이따 3명 더 올 예정이에요,네 단체석으로 안내해 드릴게요,인원수에맞는자리요구
저희 일행이 6명인데 자리 있나요?,네 창가 자리로 안내해 드릴게요,인원수에맞는자리요구
6명이 같이 앉을 수 있는 자리가 있나요?,네 있습니다,인원수에맞는자리요구
우리가 이쪽으로 옮길까요?,아니요 괜찮아요 여기 4인석이라서요,자리이동요청
다른 카드 드릴까요?,네 주세요,재결제요청
김치는 날마다 담나 보죠?,매일 담습니다,재료의신선도문의
이거 스파게티 금방 삶은 거 맞죠?,아침에 살짝 삶아서 계량을 해놨다가 주문 들어오고 삶은 겁니다,재료의신선도문의
이거 다 직접 삶으세요?,네 다 삶아서 합니다,재료의신선도문의
튀김은 원래 튀겨놓는 거예요?,네,재료의신선도문의
미나리 깨끗이 씻었어요?,여기서 안 씻습니다,재료의신선도문의
해놓은 게 아니고 주문받아서 바로 하시네요?,미리 하면 딱딱해서 못 먹어요,재료의신선도문의
매일 삶아요? 그럼 아침에 삶으세요?,아침에 삶고 점심에도 한 번 삶고 한 번 끓여야 이튿날 쓰죠 이게 그냥 국이 아니다 보니까 고아야 하잖아요,재료의신선도문의
빨리 나오네요? 잡채는 미리 해놓나 봐요?,물에 불려놨다가 요리할 때 써요,재료의신선도문의
싱싱하겠네요?,네 맛도 좋아요,재료의신선도문의
여기는 초밥이 싱싱해요?,그럼요 당일에 바로잡습니다,재료의신선도문의
재료도 맨날 아침에 만드시나 봐요?,네,재료의신선도문의
네 그러면 요거 써주세요,4000원 차감할게요,적립금사용요청
적립카드 없죠?,적립은 따로 없습니다,적립금액적립률문의
그럼 전화 주문은 되나요?,주문하시고 찾으러 오시면 되고요 좀 멀리 있으시면 퀵으로 보내드립니다,전화주문문의
김치 조금만 주세요,네 김치도 있습니다,제공되지않은반찬요청
단무지는 없나요?,단무지는 없고 피클 있습니다,제공되지않은반찬요청
혹시 김치 있어요?,갖다 드릴게요,제공되지않은반찬요청
깍두기나 김치 같은 건 없어요?,네 없어요,제공되지않은반찬요청
혹시 여기 깍두기는 없어요?,깍두기는 없어요,제공되지않은반찬요청
김치는 안 주세요?,우리가 김치가 없어요,제공되지않은반찬요청
김치 좀 없어요?,김치는 없어요,제공되지않은반찬요청
이거를 고추장에 재워서 말려가지고 먹더라고요 맞죠?,고추장에 마늘도 넣고 말려서 튀겨먹지요,조리방법문의
경남엔 아무것도 안 넣어요?,경남에는 소금만 넣어요,조리방법문의
이거 전복 따로 볶고 밥 따로 볶아서 하신 거예요?,네,조리방법문의
고추 반찬 어떻게 찌면 저렇게 새파래요?,너무 많이 찌면 새카매지고 적당히 쪄야 돼요,조리방법문의
이거 다시마 맛있는데 어떻게 해요?,멸치 젓국이 맛있어야 돼요,조리방법문의
우엉 반찬 조금만 주세요 엄청 맛있는데 이거는 어떻게 만들어요?,그냥 지라만 넣은 거예요,조리방법문의
도라지 무침 엄청 맛있는데 어떻게 하셨어요?,고춧가루 기름소금 들어가요,조리방법문의
이거는 어떻게 해요?,튀겨가지고 양념해 무치는 거예요,조리방법문의
저 가지 탕수육은 어떻게 해서 만들어요?,집에 탕수육 하듯이 튀겨가지고 제가 소스로 해가지고 볶아요,조리방법문의
집에서 하면은 그 맛이 안 나던데 어떻게 끓여야 돼요?,집에서 하면 쌀뜨물에 누룽지 넣고 끓이면 돼요,조리방법문의
오므라이스는 볶음밥 한 상태에서 달걀 하는 거죠?,케첩도 들어가요,조리방법문의
굽기는 어떤 종류가 있나요?,웰던 미디엄 레어가 있습니다,조리상태에대한질문
비빔만두도 전부 다 튀기는 거죠?,찌는 겁니다,조리상태에대한질문
밥이 되게 꼬들꼬들하다 볶았나 봐요 그죠?,네 볶았어요,조리상태에대한질문
모둠 크로켓 이렇게 된 거는 튀겨서 나온 거죠?,네 이거는 밥보다는 술로 드시는 거고 양이 그렇게 많지는 않습니다,조리상태에대한질문
이런 군만두 식으로 생겼어요?,그렇게 해달라 하면 해드려요,조리상태에대한질문
고기만두 구운 거 말고 찐만두?,우리는 바로바로 쪄요,조리상태에대한질문
두루치기는 다 조리돼서 나온 거예요?,네 이거는 바로 드시면 됩니다,조리상태에대한질문
안 뜨겁나요?,네 괜찮습니다,조리상태에대한질문
이거는 우엉을 튀겨서 올리고당에 묻힌 거예요?,네 튀겨가지고 양념해요,조리상태에대한질문
돼지갈비 초벌구이 한다는 거는 먼저 구워서 나온다는 거죠?,숯불에 구워서 나와요,조리상태에대한질문
콩나물은 다 익은 거죠?,네,조리상태에대한질문
일반적으로 좀 차가운가요?,물냉면은 좀 차가운데 회 냉면 비빔냉면은 별로 차갑지는 않아요,조리상태에대한질문
찐 거예요 튀긴 거예요?,튀긴 거예요,조리상태에대한질문
롤도 익힌 메뉴죠?,알레스 카롤은 생연어가 올라가는데 저거 제외하고는 다 익힌 메뉴에요,조리상태에대한질문
그래요 초새우 초밥은 익힌 거죠?,네,조리상태에대한질문
아카시 저 김말이는 김말이를 튀긴 거예요?,네 김 안에 잡채 들어간 거를 튀긴 거예요,조리상태에대한질문
추운데 그럼 어떡하지?,국수가 뜨겁지는 않고 약간 따뜻한 정도에요,조리상태에대한질문
시원한 거 얼음은 안 들어가지요?,들어가요,조리상태에대한질문
너무 차게 말고 시원하게도 돼요?,시원한 건 시원하고 따뜻한 건 따뜻해요,조리상태에대한질문
국수 육수가 차가워요? 따뜻해요?,차가운 것도 있고 따뜻한 것도 있어요,조리상태에대한질문
미디엄 레어로 가능할까요?,네 가능합니다,조리상태요청
어린아이도 먹을 거라서 부드러워야 하는데요,숙성이 된 상태라 고기는 매우 부드럽습니다,조리상태요청
저 뜨거운 거 잘 못 먹어서 너무 안 끓이셔도 돼요,네,조리상태요청
냉메밀이네 따뜻하게는 안돼요?,네 따뜻하게는 안돼요,조리상태요청
국물 짜지 않게 해주세요,네 알겠습니다,조리상태요청
잔치국수 냉으로 돼요?,아뇨 냉은 안돼요 온면이에요,조리상태요청
아까 저희 김치찌개 시켰는데 돼지찌개가 나왔어요,진짜요 죄송합니다 가격은 똑같은데요,주문과다른메뉴가전달된상황
음식 나오는 데 얼마나 걸리나요?,기본적인 상차림을 준비되었으니 5분 안에 나옵니다,주문메뉴대기시간문의
네 그런데 어느 정도 기다려야 식사가 오나요?,20분 정도만 기다리시면 돼요,주문메뉴대기시간문의
A코스 다 받는데 걸리는 시간은 대략 어느 정도 걸리나요?,서빙 시간은 1시간 10분 정도로 생각하시면 되고 좀 더 느긋하게 드시면 됩니다,주문메뉴대기시간문의
음식은 빨리 나올 수 있나요?,최대한 빨리 나올 수 있게 하겠습니다,주문메뉴대기시간문의
음식은 얼마나 걸릴까요?,미리 준비해서 바로 나올 수 있어요,주문메뉴대기시간문의
이 메뉴로 주문하면 얼마나 걸리나요?,음식 조리에 이십분 정도 걸립니다,주문메뉴대기시간문의
몇 분 정도 걸려요?,10분 안에 됩니다,주문메뉴대기시간문의
빨리 나오나요 여기 밥은?,15분 정도 걸리세요,주문메뉴대기시간문의
요거 음식 나오는데 몇 분 정도 걸려요?,바로 됩니다,주문메뉴대기시간문의
돈가스 몇 분 정도 더 걸려요?,다 나왔습니다,주문메뉴대기시간문의
그럼 이거 스테이크 하면 시간은 얼마나 걸리나요? 이거 뉴욕 스테이크,시간은 5분에서 10분 정도는 보셔야 될 거예요,주문메뉴대기시간문의
얼마나 걸려요?,금방 나와요,주문메뉴대기시간문의
시간은 얼마쯤 걸려요?,한 10분 정도 걸려요,주문메뉴대기시간문의
나오려면 얼마 정도 걸려요?,확인 한번 해볼게요,주문메뉴대기시간문의
여기 주문하면 나오는데 시간은 얼마 정도 걸려요?,한 5분 정도 걸려요,주문메뉴대기시간문의
주문하면 나오는 데 시간이 얼마나 걸려요?,돈가스는 튀기는 데 한 오분밖에 안 걸려요,주문메뉴대기시간문의
주문하고 나오는 데 시간이 얼마나 걸려요?,보통 돈가스 튀겨져서 나오는 게 한 칠분 정도 돼요,주문메뉴대기시간문의
네 우리 오래 기다려야 돼요?,나왔어요,주문메뉴대기시간문의
몇 분 걸려요?,나오는데 5~10분 정도 지금은 얼마 안 걸려요,주문메뉴대기시간문의
금방 돼요?,네,주문메뉴대기시간문의
주문 나오는 데 얼마나 걸리나요?,10분 안에 나가요,주문메뉴대기시간문의
여깄어요 오래 걸려요?,표시되면 가지러 오시면 돼요 5분에서 10분 걸립니다.,주문메뉴대기시간문의
치킨 가라 알게 얼마나 걸려요?,그건 튀김이라서 한 5분 정도 걸릴 건데요,주문메뉴대기시간문의
한 몇 분 정도 걸려요?,오분 안에 나옵니다,주문메뉴대기시간문의
금방 나오죠?,조금 기다리셔야 되는데요 순서대로 나오고 있어서요,주문메뉴대기시간문의
빨리 나오죠?,뚝배기는 10분 정도 걸려요,주문메뉴대기시간문의
오징어는 좀 있어야 돼요?,네 오징어 좀 있으면 나올 겁니다,주문메뉴대기시간문의
몇 분쯤 걸려요?,오 분 정도 걸려요,주문메뉴대기시간문의
오래 기다려야 돼요?,아뇨 금방 됩니다,주문메뉴대기시간문의
짬뽕시키면은 나오는 데 얼마나 걸려요?,금방 나와요,주문메뉴대기시간문의
얼마나 걸리나요?,한 십분 정도요,주문메뉴대기시간문의
시간은 한 얼마 걸리나요?,한 10분 정도요,주문메뉴대기시간문의
분짜 요리는 바로 요리하는데 시간이 얼마 정도 걸려요?,손님 없으시면 십분 정도면 나와요,주문메뉴대기시간문의
얼마나요?,한 십오 분 정도요,주문메뉴대기시간문의
그거 하나 주세요 나오는데 시간은 얼마쯤 걸려요?,금방 나옵니다,주문메뉴대기시간문의
조금만 주세요 이거는 주문하고 나오는 데 얼마쯤 걸려요?,금방 돼요 끓으면 나오죠,주문메뉴대기시간문의
나오는데 시간은 얼마나 걸려요?,아 지금 금방 돼요,주문메뉴대기시간문의
네 찌개 나오는데 시간은 몇 분 걸려요?,5분이요,주문메뉴대기시간문의
나오는데 시간은 얼마나 걸려요?,정식은 바로 나옵니다,주문메뉴대기시간문의
시간은 얼마나 걸려요?,오분 안 걸릴걸요,주문메뉴대기시간문의
요리 시간이 몇 분 걸려요?,오분도 안 걸려요,주문메뉴대기시간문의
주문하면 나오는데 시간은 얼마나 걸려요?,금방 나와요,주문메뉴대기시간문의
이거는 주문하면 나오는 데 얼마나 걸려요?,십분에서 십오분 정도면 나와요,주문메뉴대기시간문의
이거 볶는 데 얼마나 걸려요?,십분에서 십오분 정도 걸려요,주문메뉴대기시간문의
금방 되죠?,금방 돼요,주문메뉴대기시간문의
돌솥비빔밥은 늦게 나오죠?,금방 돼요,주문메뉴대기시간문의
저희들 한참 기다려야 하나요?,아니요 금방 나와요,주문메뉴대기시간문의
찜닭은 오래 걸려요?,오래 안 걸려요,주문메뉴대기시간문의
국수 어느 정도 기다리면 되나요?,한 5분이면 돼요,주문메뉴대기시간문의
나오는데 시간은 얼마쯤?,다 돼있어요 다 차려놨잖아요,주문메뉴대기시간문의
나오는 데 얼마쯤 걸리나요?,금방 돼요,주문메뉴대기시간문의
짬뽕 주문하면 나오는 데 얼마나 걸려요?,금방 돼요,주문메뉴대기시간문의
나오는데 시간이 얼마 걸려요?,다 됐습니다,주문메뉴대기시간문의
나오는 데는 시간이 얼마쯤 걸려요?,조금만 앉아계세요,주문메뉴대기시간문의
짬뽕 나오는덴 시간이 얼마쯤 기다려야 돼요?,바로 나와요,주문메뉴대기시간문의
짜장면 나오는데 몇 분 정도 걸려요?,오분에서 십분 정도요,주문메뉴대기시간문의
해물 짬뽕시키면은 나오는데 시간은 얼마쯤 걸려요?,금방 돼요,주문메뉴대기시간문의
뜨거운 물 있어요? 저기 주문하면 나오는데 시간은 얼마쯤 걸리나요?,손님 있을 때랑 다른데 한 십분 십오분 정도요,주문메뉴대기시간문의
주문하면 나오는데 얼마쯤 기다려야 돼요?,한 10분 안에 나와요,주문메뉴대기시간문의
주문하면 얼마쯤 걸려요 나오는데?,한 10분 정도 걸려요,주문메뉴대기시간문의
이거 주문하면 시간은 얼마쯤 걸려요 나오는데?,한 10분 정도 걸려요,주문메뉴대기시간문의
주문하면 시간이 몇 분 걸려요?,한 지금 하시면 5분에서 10분 정도 걸려요,주문메뉴대기시간문의
얼마나 기다려야 돼요?,한 십 분에서 십오 분 정도요,주문메뉴대기시간문의
죄송한데 얼마나 기다리면 되나요?,이제 다 됐어요,주문메뉴대기시간문의
주문하면 시간을 얼마쯤 기다려야 해요?,지금은 손님 없으셔서 오분에서 팔분요,주문메뉴대기시간문의
그럼 돈가스 하나 포장해주세요. 몇 분 정도 걸려요?,십분 정도 걸립니다,주문메뉴대기시간문의
기본 등심 돈가스 하나 주세요 얼마 걸려요?,십분 정도 걸려요,주문메뉴대기시간문의
금방 나오나요?,네,주문메뉴대기시간문의
지금 먹으려는 건 아니고요 오면 삼사분 정도만 기다리면 되는 거예요?,네,주문메뉴대기시간문의
가락국수는 하는 데 오래 걸려요?,한 삼사분 정도 걸립니다,주문메뉴대기시간문의
한참 걸려요?,다 돼가요,주문메뉴대기시간문의
바로 나오나요?,잠시만 기다려주세요,주문메뉴대기시간문의
많이 기다려야 돼요?,얼마 안 걸려요,주문메뉴대기시간문의
김밥 빨리 되죠?,빨리하고 있습니다 빨리 싸보도 록 할게요,주문메뉴대기시간문의
몇 분 정도 기다릴까요?,십 분 이내에요,주문메뉴대기시간문의
빨리 나오는 게 김밥이죠?,네,주문메뉴대기시간문의
주문하고 나오는 데 얼마나 걸려요?,금방 나와요,주문메뉴대기시간문의
제일 빨리 나오는 게 어떤 김밥이에요?,김밥은 다 빨리 나와요,주문메뉴대기시간문의
제일 빨리 나오는 게 김밥이죠?,그렇죠 찌개 이런 건 끓여야 하니깐 시간이 걸리죠,주문메뉴대기시간문의
주문하면 지금 싸시죠?,네 주문하자마자요,주문메뉴대기시간문의
그래도 김밥류가 주문하면 빨리 나오죠?,제일 빠르지요,주문메뉴대기시간문의
금방 되죠?,네 금방 됩니다,주문메뉴대기시간문의
만둣국인가요?,네 음식 나왔어요,주문메뉴확인
자장면을 짬뽕으로 바꿀 수 있나요?,네 가능합니다,주문변경
세트 메뉴 중에 로제 파스타 변경할 수 있나요?,네 같은 가격대로 고르시거나 추가금 내시면 가능합니다,주문변경
짬뽕은 곱빼기로 변경 가능한가요?,네 변경 가능합니다,주문변경
혹시 세트 메뉴 중에서 콜라를 사이다로 바꿀 수 있나요?,네 바꿔드리겠습니다,주문변경
혹시 소갈비구이 대신 회로 변경도 가능한가요?,네 가능합니다만 회를 좋아하시면 4만 원짜리 드시고 따로 회를 추가하시는 게 더 나으실 겁니다,주문변경
네 그럼 변경해주시고 음료도 혹시 변경 가능한가요?,네 고객님 에이드는 500원 주스는 1000원 추가하시면 가능합니다,주문변경
혹시 A 세트에 볶음밥 해물볶음밥으로도 변경 가능한가요?,네 2000원 추가하시면 가능합니다,주문변경
코스에서 짜장면 대신 볶음밥으로도 가능한가요?,네 가능합니다,주문변경
그러면 마요 떡볶이로 해주세요,네,주문변경
혹시 지금 메뉴 변경되는가요?,네 됩니다,주문변경
짬뽕으로 메뉴 바꿔주세요,네,주문변경
볶음짬뽕 하나 그냥 짬뽕으로 바꾸고 샤오롱빠오 하나 추가할 수 있어요?,네,주문변경
그러면 되지 국밥으로 바꿀게요,네,주문변경
고기국수 두 개 대신에 일인 보쌈정식 하나로 해주실 수 있어요?,네 바꿔드릴게요,주문변경
죄송하지만 메뉴 바꿔도 돼요?,벌써 앉혀서 안돼요,주문변경
칼국수로 해주세요,네,주문변경
메뉴 바꿔도 되나요?,네,주문변경
메뉴 변경해도 되나요?,아뇨 이미 올라갔습니다,주문변경
짜장면도 맛있어 보이는데 바꿀 수 있나요?,네 변경해드릴게요,주문변경
짜장면 말고 탕수육 소자로 바꿔도 돼요?,네 변경해드릴게요,주문변경
볶음밥으로 주문 바꿔도 되나요?,네 바꿔드릴게요,주문변경
여기 보면 치즈돈가스로 변경할게요,네 변경해드릴게요,주문변경
죄송하지만 메뉴 변경 가능한가요?,네 돼요,주문변경
네 그럼 치즈 돈가스 하나로 바꿔주세요,네,주문변경
오징어 네 개는 적을 거 같네요 여섯 개 주세요,네 떡볶이랑 오징어튀김 여섯 개 드릴게요,주문변경
그냥 일반 김밥을 네 줄 주세요 그러면 총 여섯 줄,네,주문변경
개수가 많으면 할인도 해주시나요?,할인은 안 되는데요,주문양에대한할인문의
탕수육 소스는 따로 주세요,예 따로 그릇에 담아서 드리겠습니다,주문자지정서빙요청
요리 천천히 갖고 와 주세요,네 코스요리 천천히 준비해 드릴게요,주문자지정서빙요청
주문지 어디에 있어요?,덮밥류는 이쪽으로 보시면 있어요 큐브 스테이크 덮밥 기본으로 체크하시면 돼요,주문지요청
여기 근처에 현금지급기 있어요?,제일 가까운 게 대구은행 있어요 큰길로 나가서 건너야 해요,주변지역문의
식당 주변에 우체국 있어요?,네 서대전 사거리까지 가야 해요,주변지역문의
여기 현금인출기 어디 있어요?,바로 앞에 나가면 새마을금고 있어요,주변지역문의
이 근처에 현금인출기 있나요?,바로 요 앞에 이마트에 있어요,주변지역문의
이 건물에 약국 있어요?,길 건너면 있어요,주변지역문의
여기 혹시 약국 어디 있는지 알아요?,큰 길로 나가시면 약국 있고 뒤로 가셔도 있어요,주변지역문의
여기 근처에 서점 있어요?,문방구는 있는데 서점은 없는데요,주변지역문의
주차장은 어디에 있나요?,저희 건물 지하에 있습니다,주차공간문의
주차장 있나요?,건물 뒤편에 하시면 됩니다,주차공간문의
주차공간은 여유로운가요,5시니 주차는 여유롭습니다,주차공간문의
주차장은 어떻게 되어있나요?,저희 건물 지하주차장에 주차하시면 무료입니다,주차공간문의
주차도 가능한가요?,네 2시간 무료로 건물 주차장 이용하시면 돼요,주차공간문의
주차장 따로 있나요?,발레파킹 가능합니다,주차공간문의
주차공간은 있나요,네 3시간 무료주차 가능합니다,주차공간문의
주차하기에 편리합니까,네 불편함 없이 편리합니다,주차공간문의
여기에 주차해도 돼요?,잠깐은 괜찮습니다,주차공간문의
앞에 주차 잠깐 해도 돼요?,괜찮아요,주차공간문의
여기 주차는 앞에 해도 되예?,주차단속을 하니 건물 뒤편에 주차하셔야 해요,주차공간문의
여기 주차는 하는 데 있습니까?,여기 건물 뒤쪽에 공간이 있습니다.,주차공간문의
여기 주차장은 없어요?,따로 주차공간은 없어요,주차공간문의
차를 도로변 바닷가에 그냥 대 놨거든요 오늘 같은 날에도 단속해요?,공영주차장과 안쪽 모텔 주차장 쓰시면 돼요,주차공간문의
주차는 이 앞에서 하면 돼요?,주차장 있습니다,주차공간문의
여기 주차할 데는 없죠?,주차장은 따로 없고 일요일은 요 안쪽으로 골목으로 대시면 돼요,주차공간문의
차는 여기 앞에 세워놔도 돼요?,일요일이라 상관없어요,주차공간문의
여기 혹시 가게 주차장 있어요? 뒤에 대면 되는가 예 건물 뒤편에?,네 뒤에요,주차공간문의
차 요 앞에 주차했는데 괜찮아 예?,괜찮습니다,주차공간문의
그럼 주차는 어디에 하면 되예?,주차는 단속 때문에 편의점 쪽에 하고 뒤에 하시면 돼요,주차공간문의
주차는 여기 앞에 해도 되예?,아직은 괜찮아요,주차공간문의
그래요? 주차는 어디에 할 수 있어요?,주차는 가게 앞쪽에 주차라인 있는 곳과 뒤편에 공터가 있습니다,주차공간문의
주차장은 어디에 있어요?,바로 옆에 있어요,주차공간문의
혹시 차 갖고 오면 주차할 데 따로 있나요?,따로 주차공간은 없고 유료주차장 가셔야 될 거예요,주차공간문의
차를 주차장 이쪽 벽면에 대 놨는데 괜찮아요?,네,주차공간문의
주차장은 옆에 있습니까?,가게 앞에 주차공간이 있는데 5대까지는 가능합니다.,주차공간문의
주차권 끊기고 그렇진 않죠?,네,주차공간문의
차는 어디다 세워요?,가게 앞에 차가 없으면 주차하시면 되고요 아니면 다른 곳에 세워야 돼요,주차공간문의
주차는 이 앞에 세워 놔도 돼요?,네 상관없습니다,주차공간문의
주차장이 여기서 멀죠?,아뇨 바로 뒤에 있어요,주차공간문의
차는 어디다 세워요?,주차장이 따로 없어서 저기 유료 주차장에 세워야 해요 공용주차장이요,주차공간문의
차는 어디 주차할 데 있어요?,여기 1층 앞에 본죽 옆에 보시면 지하로 내려가는 통로가 있어요 거기 주차하고 엘리베이터 타고 올라오시면 돼요,주차공간문의
주차장이 어딨어요?,여기 뒤에 주차하시면 돼요,주차공간문의
여기는 주차를 인도 위에 할 수 있나 봐요?,네 우리 가게 앞에는 가능해요,주차공간문의
여기는 앞에 주차 못하죠?,요새는 단속 계속하더라고요 저녁 늦게나 점심때는 괜찮아요,주차공간문의
저녁에는 주차 여기다 해도 괜찮아요?,네,주차공간문의
여기 계 하러 와도 주차장 충분해요?,낮에는 위층 사무실 직원들이 주차를 많이 해서 안되고 저녁에 오시면 대실 수 있어요,주차공간문의
여기 주차장 있어요?,뒤에 공영 주차장 주차하시면 한 시간 무료 돼요,주차공간문의
여기 주차할 데는 있어요?,뒤에 주차장 있어요,주차공간문의
거기 세워두면 되겠다 그죠?,네,주차공간문의
주말에는?,이 단지 안에 가면은 아파트 거기 가시면 여유가 좀 있어요,주차공간문의
주차는 어디서 해요?,잠시는 괜찮은데 주말에는 또 괜찮아요,주차공간문의
주차장이 어디예요?,네 바로 뒤에요,주차공간문의
잠깐 세우는 것도 안돼요?,잠깐 세우는 거는 괜찮아요,주차공간문의
여기는 차는 갖고 와 가 댈 데 없죠?,주차할 데가 없어요,주차공간문의
유료주차장이요?,아뇨 건물 뒤에 그냥 세우시면 돼요,주차공간문의
여기 차 세울 데는 없어요?,저기 있습니다,주차공간문의
가족이랑 오면 주차는 어디다 해요?,앞에 다섯 대 정도 들어올 수 있는 곳 있어요,주차공간문의
나중에 차 가지고 오면 주차는 어디?,여기는 주차할 데 없어요 차 가지고 오면 이쪽으로 가시면 돼요,주차공간문의
여기 차는 어디 세워요?,내려가서 좌회전해서 오십 미터 가시면 공영주차장 있어요,주차공간문의
제가 주차를 저기 아파트 담벼락에 대 놨는데 괜찮아요?,거기는 괜찮은데 상가 주차장에 대시면 더 좋을 것 같아요,주차공간문의
여기서 관리하는 데는 없어요?,네 따로 없고 주차비 천 원을 빼어드려요,주차공간문의
주차는 여기 하면 돼요?,네,주차공간문의
여기 주차할 데는 없죠?,여기 앞에 대시고 밥 먹고 빨리 빼주시면 돼요,주차공간문의
근데 건너편에 주차장에 차 세워도 되죠?,그런데 저기는 돈을 내야 해요,주차공간문의
차는 어디 세우고 들어와야 해요?,차는 앞에 세우시면 돼요,주차공간문의
여기 차는 어디 세워요?,지하주차장에 세우시면 돼요,주차공간문의
주차는 여기 앞에 주차해도 괜찮아요?,앞에 공터 주차장이나 바로 옆에 큰 학교 앞에 아무 곳이나 해도 돼요,주차공간문의
주차는 어디서 해요? 여기 다 할 수 있어요?,네 주차장에 하시면 돼요,주차공간문의
여기는 주차 여기 뒤에 세워도 상관없죠,예예 거기 우리 주차장이에요,주차공간문의
평일에는요?,뒷골목에 서방 주차장 있는데 거기 대면 돼요,주차공간문의
주차는 어디에 하면 돼요?,오늘은 공휴일이라서 뒤에 축협 쪽에 가면 차 댈 데 많이 있어요,주차공간문의
주차는 어디서 하면 돼요?,주차 아무 데나 하면 됩니다,주차공간문의
주차는 근처에 하면 되나요?,이 골목 보시면 앞쪽에 주차선 있거든요,주차공간문의
주차는 앞에 하면 돼요?,네 앞에 하시면 돼요,주차공간문의
주차는 어디에 해요?,주차는 공영주차장에 하시면 돼요,주차공간문의
어디다 주차해요?,저기 앞에 주차하면 돼요,주차공간문의
주차는 어디에 해요?,주차장은 따로 없어요 앞쪽에 그냥 하시면 돼요,주차공간문의
주차는 상가 지하에 주차하면 되나요?,네 주차권 드립니다,주차공간문의
주차는 어디에 하면 돼요?,도로변에 하시면 돼요,주차공간문의
여기 해동 주차장 이용하면 되나 보네요?,저희 가게 이용하셨다고 하면 할인을 해드려요,주차공간문의
여기는 주차는 되나요?,네 주 차비 천 원 정도 들어요,주차공간문의
네 여기 건물에 주차장 있어요?,네 지하에 있어요,주차공간문의
