question,answer,intent
김밥 이삼십 줄 정도 주문하려면 그 전날 주문해야 돼요?,네,예약문의
몇 개부터요?,한 스무 개는 돼야 해요,예약문의
예약 같은 거는?,네 해드리죠,예약문의
예약 좀 하려 해서,예약하시면 시간은 맞춰 드려요,예약문의
보통 몇 시쯤에 주문하면 돼요?,오픈은 여덟시 반에 하고 주말엔 여덟시에 하고 저녁에는 열시까지 해요,예약문의
김밥 단체 주문 같은 거 받아요?,네,예약문의
여기 예약 같은 거도 돼요?,예약은 따로 안 받아요,예약문의
우리는 여기 근처인데 계모임 같은 거 할 수 있나 해서요,네,예약문의
그러면 주문할 때는 언제 전화드려야 돼요?,하루 전에요,예약문의
그러면 예약하려면 며칠 전쯤에 전화해야 돼요?,한 3 4일 전쯤에 하셔야 해요,예약문의
계추 하기 전에는 미리 전화를 해야 되나요?,네 예약하시고 오셔야 돼요,예약문의
여기는 단체 예약 같은 것도 받나요?,저희 룸 있어요,예약문의
며칠 전에 전화드려야 되죠 모임 하려면?,그렇죠 준비할 시간도 있어야 되니까 여성분들 모임 하려면 방이 있어야 되더라고요,예약문의
그러면 일 인당 얼마 이렇게 들어요 아니면 와서 그냥 요리 시켜요?,그냥 메뉴판 보시고 시키면 돼요,예약문의
주말에 예약하고 와야 되나요?,네 주말은 예약하고 오셔야 해요,예약문의
그 전전날 연락 주면 돼요?,네 일찍 말씀해주시면 좋죠,예약문의
계추 하면 미리 연락하고 와야 해요?,네 미리 연락 주세요,예약문의
여기는 계 추하러 오면 미리 말씀드리고 와야 해요?,네,예약문의
네 명은 예약할 필요는 없죠?,예,예약문의
몇 명까지 받을 수 있어요?,스무 명까지요,예약문의
여기 단체도 예약받아요?,네,예약문의
몇 명까지? 열 명 열두 명 정도,가능하죠,예약문의
저녁에 예약도 가능한가요?,가능합니다,예약문의
며칠 전에 전화해야 하나요?,하루 전에 전화 주시면 돼요,예약문의
여기 예약도 돼요? 모임 같은 거?,예,예약문의
전날 전화드려야 하죠?,네,예약문의
모임 받기는 받아요? 몇인까지 받아요?,네 한 스무 명까지요,예약문의
모임 하면 며칠 전에 전화해야 해요?,하루 전에 해도 돼요,예약문의
여기서 모임도 해요?,네,예약문의
그 모임은 전날 전화드려야 하나요 오전에 전화드리고 오후에 와도 돼요?,예,예약문의
여기 모임을 받나요?,네,예약문의
동태탕 이런 거 하려면 예약해야 해요?,예약 안 해도 됩니다 포장도 되고요 동태탕 되게 맛있어요,예약문의
며칠 전에 전화하고 와야 되죠?,전날이나 아침 한 아홉시 반 이후에 전화 주시면 돼요,예약문의
한 열 명 정도 회식하면 미리 연락해야 되죠?,네 예약을 하셔야 돼요,예약문의
예약 없이 그냥 와도 되나요?,네 그냥 오셔도 돼요,예약문의
모임 예약하려면 며칠 전에 하면 되나요?,하루 전에 연락 주시면 돼요,예약문의
그럼 미리 전화를 해야 되겠네요? 며칠 전에?,네 그래야죠 저희가 원래 아침 일찍 그렇게 준비를 안 하기 때문에요,예약문의
여기 혹시 단체로 주문할 수 있나요?,네 가능해요,예약문의
방은 예약해야 하죠?,네 예약하셔야 해요,예약문의
만약에 배달하게 되면 몇 시쯤 전화드려야 되나요?,메뉴 준비하는데 시간이 걸리니까 두세 시간 전에 말씀해 주시면 좋죠,예약문의
삼월 이십오일쯤에 모임이 있어서 안쪽으로 예약을 하려고 하는데 언제 하면 돼요?,하루 이틀 전에 하셔도 되고 지금 하셔도 돼요,예약문의
홍길동으로 예약했습니다,13번 테이블로 안내해드리겠습니다,예약자리문의
여기 1시에 예약했는데 바로 들어가면 되나요?,예약자 확인되었습니다,예약자리문의
영희 이름으로 예약했는데요,네 자리 안내해 드리겠습니다,예약자리문의
자리 아무 데나 앉으면 되나요?,아니요 이쪽에 앉으시면 됩니다,예약자리문의
이광식으로 예약하고 왔는데 확인해주시겠습니까?,예약되어 있으시네요,예약자리문의
홍길동 이름으로 예약했습니다,이쪽으로 안내해드리겠습니다,예약자리문의
2시에 예약했던 사람입니다,네 안내해 드리겠습니다,예약자리문의
한 명 더 왔어요,여섯 분 자리로 안내해드릴게요,예약자리문의
6시 2명 예약하고 왔습니다,네 예약석으로 안내해드리겠습니다,예약자리문의
예약 7시로 했는데 자리 어디죠?,저 안쪽의 매화방으로 들어가시면 됩니다,예약자리문의
예약하고 왔는데 테이블 세팅되어 있나요?,네 준비되어 있습니다,예약자리문의
지금 식사 가능합니까?,네,오픈시간문의
아침에는 예?,아침엔 8시에 오픈합니다,오픈시간문의
아침에는 몇 시에 하시는데 예?,아침에는 8시에 문 여는데요,오픈시간문의
점심때는 몇 시부터 하시는데요?,오전 9시 오픈이고 4시부터 5시까지 브레이크 타임이니까 3시 반 전에 오셔야 해요,오픈시간문의
보통 10시에 시작하는 거죠?,네 10시에요,오픈시간문의
아침에는요?,오픈이 11시예요,오픈시간문의
낮에는요?,중간에 브레이크 타임 있어서 11시부터 2시 반까지 해요,오픈시간문의
몇 시쯤에 문 열어요?,"한 아홉시, 반 열시쯤 열어요",오픈시간문의
여기는 영업 몇 시부터 해요?,열한시부터요,오픈시간문의
몇 시에 열어요?,보통 열 시에 문 열어요,오픈시간문의
몇 시에 문 열어요?,여덟 시요,오픈시간문의
아침에는 몇 시에 문 열어요?,일곱시 반에서 여덟 시에 열어요,오픈시간문의
몇 시에 여시는데요?,열시 반부터 여덟 시까지요,오픈시간문의
보통 몇 시에 문 열어요?,오전 열한 시에 문 열어요,오픈시간문의
몇 시에 문 열어요?,요새는 일곱 시요,오픈시간문의
문은 몇 시에 여세요?,요새는 일곱 시에 겨울에는 여덟 시에 열어요,오픈시간문의
몇 시부터 하세요?,여덟시 반이요,오픈시간문의
여기 몇 시부터 영업해요?,여덟시부터 저녁 아홉시까지요,오픈시간문의
문은 몇 시부터 열어요?,아침 아홉시부터 밤 아홉시까지요,오픈시간문의
몇 시에 해요? 저번 오니깐 안 하던데,12시 다 돼서 해요,오픈시간문의
몇 시에 문 열어요?,아침에 우리는 일곱 시부터 하고요 다른 곳은 모르겠어요,오픈시간문의
아침에 몇 시에 문 여시는데요?,아침에는 여덟시 반이요,오픈시간문의
여기는 몇 시부터 문 열어요?,아홉 시요,오픈시간문의
네 여기 아침 식사된다고 적혀 있던데 몇 시부터 하시는가요?,일곱 시부터 해요,오픈시간문의
아침 일찍도 하세요?,아침 6시부터 저녁에는 한 7시까지 합니다,오픈시간문의
점심때는 몇 시에 문 여세요?,보통 11시부터 하지요,오픈시간문의
몇 시부터 여는데요?,열 시부터요,오픈시간문의
아침에 몇 시에 열어요?,열시 반에 열어요,오픈시간문의
오전에는요?,오전에는 10시 반부터 돼요,오픈시간문의
여기는 몇 시에 문 열어요?,열한시 반에 열어요,오픈시간문의
아침에 몇 시부터 주문 가능해요?,아침 열 시 열한 시 이후는 되어야 준비가 가능해요,오픈시간문의
여기 몇 시부터 문 여나요?,낮에도 문 열어요 열한 시부터요,오픈시간문의
몇 시부터 영업해요?,열한 시부터 합니다,오픈시간문의
여기 몇 시에 문 열어요?,열한 시요,오픈시간문의
여기 세시부터인가요?,"네 방학은 두시부터 네시, 개학하면 세시부터 네시까지 브레이크 타임이에요",오픈시간문의
영업 언제 오픈해요?,저희 열한시 오픈이세요,오픈시간문의
몇 시요?,보통 문 여는 시간은 여덟시 반이요,오픈시간문의
그러면 아침 몇 시에 문 여세요?,아침에는 조금 늦게요,오픈시간문의
여기는 몇 시에 문 열어요?,열한 시요 근데 열한시 반은 넘어야 살 수 있어요,오픈시간문의
아침에는 좀 일찍 여시나 봐요 저녁에 좀 일찍 닫으시네요,아침에는 열 시요,오픈시간문의
아침에는요?,개학하면 좀 빠르고 방학하면 아홉 시요,오픈시간문의
여기 몇 시에 문 열어요?,열한 시요 열한시 반 넘어야 살 수 있어요,오픈시간문의
몇 시에 문 열어요?,일곱시 반에요,오픈시간문의
아침에 문은 몇 시에 여시는데요?,여섯시 반이나 일곱 시요,오픈시간문의
대충이라도 아침에?,아침에 여섯시 반쯤에 열어요,오픈시간문의
와이파이도 돼요?,네 와이파이 됩니다,와이파이문의
여기 와이파이도 다 되네요?,네,와이파이문의
여기 와이파이 비번 있어요?,비번은 이 뒤에 있습니다.,와이파이문의
와이파이 번호는 요거에요?,네,와이파이문의
와이파이 비번이 뭐예요?,비번 벽에 붙어 있어요,와이파이문의
와이파이 비번이?,비번은 전화번호입니다  053 857 2800,와이파이문의
여기 안에서 와이파이 돼요?,네,와이파이문의
와이파이 비번인가요 저기 영 여섯 개?,네 영 여섯 개에요,와이파이문의
와이파이 비번 있나요?,와이파이 비번 없어요 그냥 쓰시면 돼요,와이파이문의
비번 있어요?,12345678이요,와이파이문의
와이파이 있어요?,와이파이가 있는데 잘 안되더라고요,와이파이문의
와이파이 있나요?,네 비번 팔오칠 삼구 육사예요,와이파이문의
여기 와이파이 비번 있어요?,네 알려드릴게요,와이파이문의
와이파이 비번이 뭔가요?,일이삼사 일이삼사요,와이파이문의
이거 와이파이 비번이에요?,네 맞아요,와이파이문의
여기 앞에 있는 게 와이파이 비번이에요?,네,와이파이문의
여기 와이파이 있어요,휴지곽 앞에 적혀 있어요,와이파이문의
혹시 와이파이 비번 있어요,저쪽에 적혀 있어요,와이파이문의
와이파이 되나요?,안돼요,와이파이문의
여기 와이파이도 돼요?,네 카운터 앞에 비밀번호 적혀있어요,와이파이문의
혹시 원산지는 알 수 있어요?,노르웨이산입니다.,원산지문의
고기는 국산이에요?,아니요 호주산 냉장 소고기예요,원산지문의
소고기 필래프 이거 소고기 어디 거예요?,이거 호주산이요,원산지문의
국내산이에요?,네,원산지문의
이거 노르웨이산인가요 연어요?,네 아침에 직접 잡은 거예요,원산지문의
해물은 국산은 아니죠?,여기 원산지 적혀있어요,원산지문의
돼지고기는 국산 쓰죠?,네,원산지문의
돼지고기하고 다 국내산이네?,네 저희들은 국내산 써요,원산지문의
고기는 국내산인가요?,뉴질랜드산입니다,원산지문의
국산?,국산은 못쓰지요,원산지문의
속 같은 거는 다 국산이에요?,네,원산지문의
돼지고기 국산 써요? 수입고기?,네 미국산이에요,원산지문의
차돌박이는 원산지가 어디예요?,미국산이에요,원산지문의
나물 종류는 국산이죠?,거의 다 국산이고 소고기는 국산이 아닙니다,원산지문의
추어탕은 국산이에요? 미꾸라지?,네,원산지문의
낙지랑 새우는 원산지가 어떻게 돼요?,새우가 국산이고 낙지는 중국산입니다,원산지문의
이 황태는 어디서 가지고 오는데요?,강원도 진부령에서요,원산지문의
우렁이 된장 우렁이는 국산 거예요?,네 국산 써요,원산지문의
등뼈 국산이죠?,국산하고 캐나다산하고 섞였어요,원산지문의
탕수육은 돼지고기 국산 쓰죠?,네 맞아요,원산지문의
그거는 국내산 고기인가요?,네,원산지문의
고기는 돼지고기 국산이에요?,예 국산입니다 저기 위에 보면 원산지 있거든요,원산지문의
네 저 죄송한데 소고기가 수입고기예요 아니면 한우예요?,잠시만요 호주산 여기 적혀 있거든요,원산지문의
돈가스 등심은 국내산인가요?,네 저희가 직접 두드려서 만들어요,원산지문의
쌀도 우리나라 쌀이 아닌 거 같아요,쌀은 국산이 맞고요 조금 질게 한 거예요,원산지문의
그러면 예는 소고기가 미국산이다 그죠?,네,원산지문의
고기 원산지는 어디에요?,국산이죠,원산지문의
고기는 원산지는 어디?,국산이죠,원산지문의
소 불고기는 수입품이에요 국산?,수입입니다 호주산이요,원산지문의
다 국내산이에요? 재료는 다?,네,원산지문의
돼지고기는 국내산이에요?,네 국내산이에요,원산지문의
전망이 보이는 좌석인가요?,네 이쪽으로 오시죠,원하는자리요구
7명인데 전망 좋은 자리로 부탁해요,네 창가로 안내하겠습니다,원하는자리요구
최대한 넓은 자리로 부탁드리겠습니다,네 최대한 넓은 자리로 예약해 드리겠습니다,원하는자리요구
창가 쪽으로 조용한 자리 부탁합니다,알겠습니다,원하는자리요구
창가에 앉고 싶은데요,창가로 안내해드리겠습니다,원하는자리요구
그럼 창가 쪽 자리로 안내해주세요,이쪽으로 안내해드릴게요,원하는자리요구
조용하게 식사할 수 있는 방 자리가 있으면 그쪽으로 안내해 주세요,네 안쪽 단체룸으로 안내해 드릴게요,원하는자리요구
창가 쪽 자리로 부탁드려도 될까요,네 그렇게 하겠습니다,원하는자리요구
아 되도록 창가 석으로 배치해주세요,네 알겠습니다,원하는자리요구
창가 자리에서 식사할 수 있을까요?,창가 자리는 예약이 되어 있습니다,원하는자리요구
네 조용한 자리 부탁드려요,이쪽으로 안내해 드리겠습니다,원하는자리요구
여기 앉아도 돼요?,네,원하는자리요구
창가 자리에 앉아도 되나요?,네,원하는자리요구
자리 옮겨도 되지요?,네,원하는자리요구
한 10명 정도 하면 칸막이로 방 나눌 수 있나요?,예약해서 통째로 쓰시면 돼요,원하는자리요구
창가 쪽 자리는 없어요?,네 창가 쪽 자리 안내해 드릴게요,원하는자리요구
저희 세 명인데 어디 조용한 자리 있어요?,저쪽으로 앉으세요,원하는자리요구
조금 따뜻한 자리는 없어요?,저기 안쪽으로 들어가시면 더 따뜻하실 거예요,원하는자리요구
혼자 왔는데요 여기 앉고 싶은데,네 잠시만요,원하는자리요구
자리 좀 옮겨도 될까요? 히터 바람이 세 가지고,옮기시면 됩니다,원하는자리요구
안쪽 자리에 앉아도 돼요?,네,원하는자리요구
여기 앉아도 돼요?,네,원하는자리요구
여기 앉아도 돼요?,네,원하는자리요구
밑에 방 따뜻해요?,보일러 켜놨는데 온도 좀 올려드릴게요,원하는자리요구
아니요 방이 있습니까?,아니요 방은 없고요 홀에 열 명 정도 앉을 수 있는 자리가 있어요,원하는자리요구
전지현이고 4명인데 더 기다려야 하나요?,바로 준비해드리겠습니다,웨이팅여부문의
식사하려고 하는데 지금 대기 시간 있나요?,바로 입장 가능하십니다,웨이팅여부문의
아직 일행이 안 와서 그런데 조금 이따가 주문해도 될까요?,네 그럼 일행분 오시면 불러주세요,웨이팅여부문의
자리 기다려야 되나요?,네 조금 기다려주셔야 돼요,웨이팅여부문의
거기 위치가 어떻게 되나요?,서울 강남구 논현동에 위치하고 있습니다,위치문의
여기가 현대 아파트 앞이에요?,네 현대 아파트 이차에요,위치문의
포장했던 거는 냉장고에 언제까지 넣고 먹으면 돼요?,이틀까지요,유통기한문의
여름에는 안 되겠네요?,여름에는 포장 안 합니다,유통기한문의
이거 아침에 가져가면 실온에 혹시 얼마나 보관할 수 있어요?,지금 온도면 네 시간 다섯 시간 정도요,유통기한문의
그러면 아침에 주문해서 가면 오후에 먹어도 상관없어요?,요즘 날씨면 무리는 없을 거 같은데요 그래도 냉장고에 넣었다가 드시는 게 제일 좋아요,유통기한문의
포장해가면 저녁에 늦게 먹어도 되나요?,빠른 시간 안에 드시는 게 제일 좋죠,유통기한문의
이거 오늘 중에 다 먹어야 하죠?,네 빨리 드셔야 돼요 그리고 냉장고 안에 넣으셔야 돼요,유통기한문의
이거는 내일 아침에 먹어도 돼요?,됩니다,유통기한문의
짧은 시간 안에는 먹어야 되는 거죠?,네 김밥 포장하신 것 나왔습니다,유통기한문의
혹시 맥주도 있나요?,물론이죠,음료술문의
네 여기 술도 팔죠?,네 팝니다,음료술문의
술도 있나요?,네 있습니다,음료술문의
음료수는 어떤 게 있나요?,콜라와 사이다가 있어요,음료술문의
그거 2인분 하고 환타 있나요?,"사이다, 콜라 있어요",음료술문의
여기에 술도 먹을 수 있어요 낮에 저녁에?,네 술도 있어요,음료술문의
아사 에이드 그게 뭐예요?,아사의 베리가 블루베리 같은 거예요,음료술문의
병맥주인가요?,네 병맥주입니다,음료술문의
맥주 종류는 뭘로 나와요?,맥주 종류는 카스 하이트 둘 중에 하나 선택입니다,음료술문의
맥주 한 박스요? 몇 개들은 거요?,20병입니다,음료술문의
술도 하신다 그죠?,네 술도 팔죠,음료술문의
음료 제공되는 건 없어요?,따로 없고 추가 주문하셔야 돼요,음료술문의
어떤 게 맛있어요?,복숭아와 자두 많이 나가요,음료술문의
매실차 오미자차 이거 체인에서 파는 거예요?,본사에서 내려오는 거예요,음료술문의
수제 맥주는 그냥 맥주랑은 맛이 달라요?,일반 생맥주라고 생각하시면 돼요,음료술문의
음료수 시켜야 되는 거예요?,네 그런데 서비스로 드릴게요,음료술문의
어떤 게 제일 많이 나가요?,자두하고 복숭아가 제일 많이 나가요,음료술문의
콜라 하나 주세요,네 알겠습니다,음료술주문
그렇다면 사이다 두 잔 주세요,알겠습니다,음료술주문
소주도 추가요,네 기다리세요,음료술주문
맥주 5병 가져다주세요,알겠습니다,음료술주문
소주 2병 주세요,네 알겠습니다,음료술주문
홀키지 와인 잔 두 개 주시고요,원래 저희가 홀키지 무료였는데 이번 달부터 병당 만 원씩 비용이 붙어요,음료술주문
콜라로 먼저 주세요,네 알겠습니다,음료술주문
음료는 따로 주문해야 하나요?,네 음료는 따로 주문하셔야 합니다,음료술주문
초밥에 어울릴만한 술도 추천해주세요,확인해보겠습니다,음료술주문
그럼 탕수육과 어울리는 맥주 있나요?,네 같이 세팅해드리겠습니다,음료술주문
여기 이 과도 주 있나요?,아쉽게도 없습니다,음료술주문
스프라이트로 3개 주세요,감사합니다,음료술주문
네 거기에 음료수도 추가할게요,콜라 스프라이트 마운틴 듀 있습니다,음료술주문
음료수는 종류가 어떻게 되죠?,네 탄산음료와 주류 가능하세요,음료술주문
콜라 하나 주세요,네 알겠습니다,음료술주문
콜라랑 커피 하나씩 주세요,알겠습니다,음료술주문
음료도 2잔 추가해주세요,a 세트에 음료 2잔 추가 주문받았습니다,음료술주문
사이다 주세요,네,음료술주문
여기 환타 하나 주세요,환타 없습니다 사이다 콜라 있어요,음료술주문
그러면 아사이 바리요,네 주문 넣어드릴게요,음료술주문
그러면 두 잔 추가해주고 피클 좀 더 주세요,네,음료술주문
칭따오 주세요,네 가져다드릴게요,음료술주문
참소주 주세요 콜라 주세요,네,음료술주문
그러면 자두로,네,음료술주문
들깨 기름요? 참기름 달라고 했는데 왜 들기름으로 주셨어요? 몰랐나요?,네 죄송합니다,음식맛에대한컴플레인
근데 참기름 아까 달라고 했는데 참기름 향이 하나도 안 나고 냄새가 이상했어요,그게 아마 들깨 기름일 거예요,음식맛에대한컴플레인
국이 조금 짜더라,죄송합니다,음식맛에대한컴플레인
가락국수가 약간 짠 거 같아요,보편적으로 맞추지는 못해서요,음식맛에대한컴플레인
이거는 그거 아닙니까? 고추장에,가죽나물이에요,음식반찬소스이름문의
요건 뭐예요? 육수에요?,아니요 숭늉이에요,음식반찬소스이름문의
순대 맞아요?,네 맞습니다,음식반찬소스이름문의
저거는 매운 가루?,네 일본의 매운 가루 일곱 개가 섞여있어요,음식반찬소스이름문의
저기요 여기 후추에요? 두 개가?,후추하고 매운 가루예요,음식반찬소스이름문의
아니오 차슈는 뭐예요?,차슈가 여기 올라가는 돼지고기예요,음식반찬소스이름문의
네 요거는 뭐죠?,이거는 향이요,음식반찬소스이름문의
이거는 무슨 소스예요?,스테이크 소스요,음식반찬소스이름문의
블랙라벨이 무슨 뜻이 있어요?,맛있다는 뜻이죠,음식반찬소스이름문의
그렇네요 그러면은 요거 오리엔탈 드레싱은 어떤 건데요?,약간 간장소스 비슷하다고 생각하시면 될 것 같아요,음식반찬소스이름문의
갈릭이 뭐더라?,마늘 드레싱이에요,음식반찬소스이름문의
이거 고춧가룹니까?,네,음식반찬소스이름문의
"네, 이거 국물이죠?",네,음식반찬소스이름문의
무는 콜라비가 아니네요?,제주산 비트에요,음식반찬소스이름문의
빨간 거 이건 고춧가루 맞죠?,네,음식반찬소스이름문의
양념 이거 깨 속에 들어있는 건 뭐예요? 초록색?,후리 가게라고 밥에 뿌려 드시는 건데 깨하고 김가루 이런 게 섞여 있는 거예요,음식반찬소스이름문의
저거는 뭐예요?,저거는 찍어 먹는 소스에요,음식반찬소스이름문의
이 반찬은 뭐예요?,오징어 젓갈이에요,음식반찬소스이름문의
따뜻한 국물이에요?,네,음식반찬소스이름문의
이거 무슨 물이에요?,보리 차요,음식반찬소스이름문의
이거는 무슨 물이에요 먹어도 되는 건가?,네 손님 드리려고 오가피 물이에요,음식반찬소스이름문의
이거는 죽순이에요?,계은 죽이에요,음식반찬소스이름문의
불고기에요?,네 불고기에요,음식반찬소스이름문의
앞에 병은 뭐예요?,매실 차입니다,음식반찬소스이름문의
이거는 무슨 물이에요?,재스민 차에요,음식반찬소스이름문의
이거는 뭐예요? 열매가?,이거는 초 생강입니다,음식반찬소스이름문의
이거 후추예요?,네 하나는 후추고 하나는 일본식 고추가루에요,음식반찬소스이름문의
국물은 뭐예요?,비법 소스로 만든 거예요,음식반찬소스이름문의
여기 물은 이거 녹차에요?,보리 차에요,음식반찬소스이름문의
이거는 무슨 국물이에요?,미소 국물이에요,음식반찬소스이름문의
로스가스에는 나트륨이 얼마나 들어가 있어요?,로스가스에는 소금 간을 전혀 안 해요,음식성분문의
이거 너무 뜨거운 거 아닌가요?,덜어드시면 돼요,음식온도에대한컴플레인
제 거는 다 돼가요? 기다려야 돼요?,금방 나옵니다,음식이늦게나올때
얼마나 있으면 나와요?,이제 나와요,음식이늦게나올때
음식 언제쯤 나와요?,금방 나올 거예요,음식이늦게나올때
제거는 언제 나와요?,이제 나와요,음식이늦게나올때
유아용 의자 있나요?,네 있습니다,의자요청
아이 의자 따로 있죠?,네 그렇습니다,의자요청
아기 의자도 준비해주실 수 있나요?,네 준비해드릴게요,의자요청
아기의자 대여 가능한가요?,네 가능합니다,의자요청
아기 시트 하나 놔 주실 수 있나요?,네 아기 시트같이 준비해 드릴게요,의자요청
베이비 체어 있나요?,네 유아용 의자가 마련되어 있습니다,의자요청
이거 누가 먹던 밥인 거 같은데요?,이게 먹던 건 아니고 제일 마지막에 뜬 밥이라서 양이 좀 적네요 새로 가져다드릴게요,이물질발견등음식위생지적
깍두기에 머리카락 붙었다,죄송합니다,이물질발견등음식위생지적
먹기는 잘 먹었는데 조개껍질인가 홍합 껍질이 씹히더라,볶다가 조금씩 부서질 수는 있어요,이물질발견등음식위생지적
저번 달에도 왔었는데 왜 그걸 이제 말씀하세요,미리 말씀 못 드려서 죄송합니다,이벤트기간에대한컴플레인
그러면 이거는 사진을 찍어서 올리면 음료는 바로 줘요?,네 사진을 페이스북이나 인스타그램에 올리시면 바로 제공해드려요,이벤트메뉴문의
이거 이벤트는 사진 찍어서 페이스북이나 인스타에만 올려야 돼요? 카카오스토리에는 올리면 안 돼요?,카카오스토리는 요즘 사용을 거의 안 하셔서요,이벤트메뉴문의
생일날 메뉴 한가지 무료 적혀있던데 저건 뭐예요?,멤버십 회원가입하시면 해드리는 생일 이벤트에요,이벤트문의
이건 요지예요?,네 맞아요,이쑤시개문의요청
5명인데 좀 이따 3명 더 올 예정이에요,네 단체석으로 안내해 드릴게요,인원수에맞는자리요구
저희 일행이 6명인데 자리 있나요?,네 창가 자리로 안내해 드릴게요,인원수에맞는자리요구
6명이 같이 앉을 수 있는 자리가 있나요?,네 있습니다,인원수에맞는자리요구
우리가 이쪽으로 옮길까요?,아니요 괜찮아요 여기 4인석이라서요,자리이동요청
다른 카드 드릴까요?,네 주세요,재결제요청
김치는 날마다 담나 보죠?,매일 담습니다,재료의신선도문의
이거 스파게티 금방 삶은 거 맞죠?,아침에 살짝 삶아서 계량을 해놨다가 주문 들어오고 삶은 겁니다,재료의신선도문의
이거 다 직접 삶으세요?,네 다 삶아서 합니다,재료의신선도문의
튀김은 원래 튀겨놓는 거예요?,네,재료의신선도문의
미나리 깨끗이 씻었어요?,여기서 안 씻습니다,재료의신선도문의
해놓은 게 아니고 주문받아서 바로 하시네요?,미리 하면 딱딱해서 못 먹어요,재료의신선도문의
매일 삶아요? 그럼 아침에 삶으세요?,아침에 삶고 점심에도 한 번 삶고 한 번 끓여야 이튿날 쓰죠 이게 그냥 국이 아니다 보니까 고아야 하잖아요,재료의신선도문의
빨리 나오네요? 잡채는 미리 해놓나 봐요?,물에 불려놨다가 요리할 때 써요,재료의신선도문의
싱싱하겠네요?,네 맛도 좋아요,재료의신선도문의
여기는 초밥이 싱싱해요?,그럼요 당일에 바로잡습니다,재료의신선도문의
재료도 맨날 아침에 만드시나 봐요?,네,재료의신선도문의
네 그러면 요거 써주세요,4000원 차감할게요,적립금사용요청
적립카드 없죠?,적립은 따로 없습니다,적립금액적립률문의
그럼 전화 주문은 되나요?,주문하시고 찾으러 오시면 되고요 좀 멀리 있으시면 퀵으로 보내드립니다,전화주문문의
김치 조금만 주세요,네 김치도 있습니다,제공되지않은반찬요청
단무지는 없나요?,단무지는 없고 피클 있습니다,제공되지않은반찬요청
혹시 김치 있어요?,갖다 드릴게요,제공되지않은반찬요청
깍두기나 김치 같은 건 없어요?,네 없어요,제공되지않은반찬요청
혹시 여기 깍두기는 없어요?,깍두기는 없어요,제공되지않은반찬요청
김치는 안 주세요?,우리가 김치가 없어요,제공되지않은반찬요청
김치 좀 없어요?,김치는 없어요,제공되지않은반찬요청
이거를 고추장에 재워서 말려가지고 먹더라고요 맞죠?,고추장에 마늘도 넣고 말려서 튀겨먹지요,조리방법문의
경남엔 아무것도 안 넣어요?,경남에는 소금만 넣어요,조리방법문의
이거 전복 따로 볶고 밥 따로 볶아서 하신 거예요?,네,조리방법문의
고추 반찬 어떻게 찌면 저렇게 새파래요?,너무 많이 찌면 새카매지고 적당히 쪄야 돼요,조리방법문의
이거 다시마 맛있는데 어떻게 해요?,멸치 젓국이 맛있어야 돼요,조리방법문의
우엉 반찬 조금만 주세요 엄청 맛있는데 이거는 어떻게 만들어요?,그냥 지라만 넣은 거예요,조리방법문의
도라지 무침 엄청 맛있는데 어떻게 하셨어요?,고춧가루 기름소금 들어가요,조리방법문의
이거는 어떻게 해요?,튀겨가지고 양념해 무치는 거예요,조리방법문의
저 가지 탕수육은 어떻게 해서 만들어요?,집에 탕수육 하듯이 튀겨가지고 제가 소스로 해가지고 볶아요,조리방법문의
집에서 하면은 그 맛이 안 나던데 어떻게 끓여야 돼요?,집에서 하면 쌀뜨물에 누룽지 넣고 끓이면 돼요,조리방법문의
오므라이스는 볶음밥 한 상태에서 달걀 하는 거죠?,케첩도 들어가요,조리방법문의
굽기는 어떤 종류가 있나요?,웰던 미디엄 레어가 있습니다,조리상태에대한질문
비빔만두도 전부 다 튀기는 거죠?,찌는 겁니다,조리상태에대한질문
밥이 되게 꼬들꼬들하다 볶았나 봐요 그죠?,네 볶았어요,조리상태에대한질문
모둠 크로켓 이렇게 된 거는 튀겨서 나온 거죠?,네 이거는 밥보다는 술로 드시는 거고 양이 그렇게 많지는 않습니다,조리상태에대한질문
이런 군만두 식으로 생겼어요?,그렇게 해달라 하면 해드려요,조리상태에대한질문
고기만두 구운 거 말고 찐만두?,우리는 바로바로 쪄요,조리상태에대한질문
두루치기는 다 조리돼서 나온 거예요?,네 이거는 바로 드시면 됩니다,조리상태에대한질문
안 뜨겁나요?,네 괜찮습니다,조리상태에대한질문
이거는 우엉을 튀겨서 올리고당에 묻힌 거예요?,네 튀겨가지고 양념해요,조리상태에대한질문
돼지갈비 초벌구이 한다는 거는 먼저 구워서 나온다는 거죠?,숯불에 구워서 나와요,조리상태에대한질문
콩나물은 다 익은 거죠?,네,조리상태에대한질문
일반적으로 좀 차가운가요?,물냉면은 좀 차가운데 회 냉면 비빔냉면은 별로 차갑지는 않아요,조리상태에대한질문
찐 거예요 튀긴 거예요?,튀긴 거예요,조리상태에대한질문
롤도 익힌 메뉴죠?,알레스 카롤은 생연어가 올라가는데 저거 제외하고는 다 익힌 메뉴에요,조리상태에대한질문
그래요 초새우 초밥은 익힌 거죠?,네,조리상태에대한질문
아카시 저 김말이는 김말이를 튀긴 거예요?,네 김 안에 잡채 들어간 거를 튀긴 거예요,조리상태에대한질문
추운데 그럼 어떡하지?,국수가 뜨겁지는 않고 약간 따뜻한 정도에요,조리상태에대한질문
