question,answer,intent
전 왜 제 마음도 잘 모르는 걸까요.,좋아하는 마음은 헤아리기 힘들어요.,2
전남친하고 짝남이 친구야.,애매한 관계네요.,2
전부 다 줘도 아깝지 않은 사람,정말 사랑하나봅니다.,2
전여친하고 짝녀가 친구야.,신경 쓰이는 상황 같아요.,2
전화하면서 잠들고 싶다.,낭만적이네요. 전화해보세요.,2
절 찼던 남자애가 다시 절 좋아하는게 가능할까요?,상황에 따라 다르겠지요.,2
절 찼던 여자애가 절 다시 좋아하는 건가요?,직접 대화를 나누는게 필요하겠네요.,2
점심시간일 텐데 카톡이 안 와.,먼저 연락을 해보는 건 어떨까요?,2
정말 고맙다 귀염둥아,감사합니다.,2
정말 사랑했는데,정말 사랑한다면 다시 만나보세요.,2
정말 사랑했어,정말 사랑했다면 후회하지 않을거예요.,2
정말 잘 맞는 사람이 있을까?,잘 맞춰가는 사람이 있는 거겠죠.,2
정성 담긴 선물 뭐가 좋을까?,손편지도 좋을 거 같아요.,2
정열적인 사랑 하고 싶어,정열적으로 다가가 보세요.,2
정장 한 벌 맞췄어,잘했어요. 두고두고 입으세요.,2
제가 좋아하는 남자가 저를 짝사랑한대요. 제가 먼저 고백해도 될까요?,행복한 고민이네요. 당장 만나 고백하세요.,2
제가 좋아하는 사람이 맘 잡고 공부해야할 것 같다고 기다려달라는데 제 맘이 안별할까요?,변할 수도 있지만 미리 걱정하지 말아요.,2
제가 좋아하던 사람이 절 좋아하면 갑자기 거부감 들고 싫어져요.,어떤 트라우마가 있었는지도 모르겠어요.,2
제대로 사랑하고싶어,사랑에는 깊고 얇음이 없는거 같아요.,2
조용한 여자가 좋아,그 사람도 당신을 좋아하길 바랍니다.,2
존경할 수 있는 사람 만나고 싶어.,그런 사람 만날 수 있을 거예요.,2
좀 있으면 귀국하는데 짝녀에게 뭘 챙겨줄까?,작은 것 하나라도 챙겨준다면 센스있는 사람이라고 생각할 거예요.,2
종교가 다른 여자친구 헤어져야하나?,종교 큰 문제죠.,2
종교가 다른 짝남과 연애할수 있을까?,사랑은 종교를 뛰어넘을 수 있을 거예요.,2
종교를 너무 싫어하는 남자친구가 고민,종교를 왜 싫어하는지 대화를 해보세요.,2
좋아 하는 사람한테 어떻게 고백을 할까요?,먼저 용기내서 고백하는게 좋을 듯 싶습니다.,2
좋아 하는 애한태 고백하는 방법좀,먼저 용기내서 고백하는게 좋을 듯 싶습니다.,2
좋아하게 된 남자가 있는데 많이 어린데 어울릴 수 있을까?,충분히 어울릴 수 있어요.,2
좋아하고 있는 애가 친구를 소개 시켜줬어.,소개팅은 아니겠지요.,2
좋아하고 있는 애랑 카톡하는 중인데 뭐라고 하지?,밥 먹자고 연락해봐요.,2
좋아하고 있는 애를 친구가 소개 시켜줬어.,많이 당황했겠어요.,2
좋아하는 감정을 스스로 다스릴 수 있을까?,쉬운일은 아니랍니다.,2
좋아하는 감정을 억제하는 방법은 뭐지.,다른 사람과 상상하는건 어떨까요.,2
좋아하는 감정을 혼자서 정리할 수 있을까요?,본인이 하기 나름일 거예요.,2
좋아하는 감정이 나를 슬프게도 해,동전의 양면과도 같죠.,2
좋아하는 감정이 나를 슬프게도 해,사랑과 슬픔은 동전의 양면과 같죠.,2
좋아하는 감정이 뭐예요?,가만히 있어도 생각나는 거 아닐까요.,2
좋아하는 거 기준이 뭐임?,계속 생각나고 보고 싶은게 기본이겠지요.,2
좋아하는 거랑 사랑하는 거 차이점이 뭘까요.,구분짓기 어렵네요.,2
좋아하는 거랑 사랑하는 건 어떻게 구분해?,구분짓는게 쉽진 않아요.,2
좋아하는 거랑 사랑하는 건 어떻게 구분해?,마음이 알 거예요.,2
좋아하는 거랑 사랑하는게 다른 거야?,마음에 농도 차인 것 같습니다.,2
좋아하는 거랑 사랑하는게 다른 거야?,생각의 차이겠지요.,2
좋아하는 걸 알게되면 갑자기 싫어져요. 무슨 심리일까요.,부담스러운 심리일까요.,2
좋아하는 그녀가 유학을 간다고 합니다.,붙잡고 싶은 마음이 굴뚝 같겠어요.,2
좋아하는 그사람은 바람둥이야 좋아해도 될까?,상처받을 거예요.,2
좋아하는 남자 때문에 너무 기분이 안 좋아.,무슨 일이 있었나봐요.,2
좋아하는 남자 생겼는데 호감 어떻게 표시할까요.,꾸준히 연락을 하는게 필요합니다.,2
좋아하는 남자 표정이 너무 차가워서 다가가기 어려워.,표정만 그럴 수도 있어요.,2
좋아하는 남자가 여친이랑 헤어질 때까지 기다렸다가 고백하는거 가능한 사람이 있을까요?,좋아하는 마음이 있으면 가능하겠죠.,2
좋아하는 남자가 톡이 늦어.,바쁘거나 마음이 없을 수 있어요.,2
좋아하는 남자애 때문에 성적이 떨어졌어요.,좋아하는 마음 때문에 공부 안한 당신 때문이에요.,2
좋아하는 남자애 마음을 알다가도 모르겠어.,사람은 모두 변덕스럽지요.,2
좋아하는 남자애 생겼는데 완전 설레.,설렘을 감출 길이 없겠어요.,2
좋아하는 남자애 앞에서 표정 관리가 안돼.,짝사랑도 이성을 막지는 못하나봐요.,2
좋아하는 남자애 프사가 누굴까.,직접 물어보는 건 힘들까요.,2
좋아하는 남자애가 게임을 좋아하는데 이야기 오래가는 소재 좀 알려줘.,요즘 인기있는 게임을 검색해봐요.,2
좋아하는 남자애가 날 좋아하게 하려면 어떻게 해?,이상형을 알아보는 건 어떨까요.,2
좋아하는 남자애가 담배를 피는데 저는 담배를 싫어하는데 어떻게 끊으라고 말해볼까요?,사귀는 사이도 아닌데 성급한 것 같습니다.,2
좋아하는 남자애가 바람둥이 같은데 계속 좋아하면 안되겠죠?,상처받지 않았으면 좋겠네요.,2
좋아하는 남자애가 여친 생기면 울 줄 알았는데 덤덤해.,어느정도 마음의 준비가 되었었나봐요.,2
좋아하는 남자애가 우리 언니를 좋아한대.,서글픈 사실이에요.,2
좋아하는 남자애가 입대하는데 어떤 선물을 해주는게 좋을까요?,면회나 편지가 최고죠!,2
좋아하는 남자애랑 같은 반이 됐는데 너무 떨려.,정말 잘됐어요.,2
좋아하는 남자애랑 다른 반 됐어.,반 배정이 사랑을 갈라놨네요.,2
좋아하는 남자애랑 약속 잡았는데 계속 연락 없어.,그런 스타일일지도 모르니 기다려보세요.,2
좋아하는 남자애에게 어떤 생일선물을 주면 좋아할까요?,필요한 게 뭔지 살펴보세요.,2
좋아하는 남자애한테 답장이 없어. 나 안좋아하는 거 맞지.,오랫동안 답장이 없다면 그게 맞는 것 같네요.,2
좋아하는 남자애한테 발렌타인데이 때 초콜릿 줄까?,주면 좋아할 거예요.,2
좋아하는 남자애한테 어떻게 관심 표현함?,칭찬을 자주 해주는 건 어떨까요.,2
좋아하는 남자애한테 자연스럽게 연락하는 방법 뭐 있을까.,뭐하고 있는지 물어봐요.,2
좋아하는 남자의 단점을 들었는데도 좋아.,사랑의 콩깍지가 씌었나봐요.,2
좋아하는 남자한테 관심 없는 척 하고 있는데 너무 우울해.,솔직하지 못해서 우울한 것인가봐요.,2
좋아하는 남자한테 여친이 있는데 헤어졌으면 좋겠어.,연애 중인 사람을 좋아하다니 힘드시겠어요.,2
좋아하는 남자한테 연락 하지 말자고 했는데.,확실한 의사 표현이 중요해요.,2
좋아하는 누나가 날 너무 어린애 취급함.,단순한 연하가 아니라는 걸 어필해봐요.,2
좋아하는 마음 그만두기 힘든데 짝남이 헷갈리게 해.,확실한 의사 표시를 해보는 건 어떨까요.,2
좋아하는 마음 들면 고백해야 되는거 아님?,정상적인 수순이죠.,2
좋아하는 마음을 감출길이 없어.,감정을 숨기기는 어려운 일이에요.,2
좋아하는 마음을 전할 수 있을까.,조금의 용기를 낸다면 가능할 거예요.,2
좋아하는 마음이 안 생길 것 같다고 떠난 남자.,이제 그에게서 벗어나세요.,2
좋아하는 마음이 안 생길 것 같다고 떠난 여자.,이제 그녀를 놓아주세요.,2
좋아하는 사람 꿈을 꿨어.,많이 생각했나봐요.,2
좋아하는 사람 때문에 공부를 못하겠어.,충분히 그럴 수 있어요.,2
좋아하는 사람 때문에 너무 센치하다.,감성적이게 만들죠.,2
좋아하는 사람 생각으로 아무것도 집중을 못하겠어.,그럴 수 있지만 후회할 거예요.,2
좋아하는 사람 생겼는데 페북 친구 신청 해도 될까요?,다가가는 방법 가운데 하나죠.,2
좋아하는 사람 생겼으면 좋겠어.,좋은 사람이 생길 거예요.,2
좋아하는 사람 생기면 어떻게든 sns같은 거 알아내서 친신하고 그래?,다가가는 방법 중에 하나니까요.,2
좋아하는 사람 생기면 자꾸 따라하게 돼.,자연스러운 현상입니다.,2
좋아하는 사람 앞에서 다른 사람한테 관심 있는 척 해봤어요?,그런 순간이 있었지요.,2
좋아하는 사람 앞에서 성격이 이중적인데 정상인가요.,자연스러운 현상입니다.,2
좋아하는 사람 앞에서 실례를 했어.,생각만해도 소름돋네요.,2
좋아하는 사람 앞에서 쪽팔린 경험이 너무 많아.,추억을 쌓았다고 생각해보세요.,2
좋아하는 사람 앞에서 표정 관리 안되는 거 어떡해?,귀여울 것 같아요.,2
좋아하는 사람 앞에선 다 똑같은가봐요.,누구나 좋아하는 사람 앞에서 그렇대요.,2
좋아하는 사람 언제까지 기다릴 수 있을까요.,마음이 허락하는 데까지 아닐까요.,2
좋아하는 사람 얼굴이 이제 생각이 안나.,오랫동안 만나지 못했나봐요.,2
좋아하는 사람 오늘 못 봐서 진짜 우울하다.,내일은 만날 수 있을 거예요.,2
좋아하는 사람 이상형에 나를 맞춰야 할까?,맞춰보는 과정이 귀엽게 보일 수도 있겠어요.,2
좋아하는 사람 있는데 내가 좀 소심해.,달라지긴 원한다면 할 수 있을 거예요.,2
좋아하는 사람 잊는 방법 조언 좀.,가슴 아픈 질문이네요.,2
좋아하는 사람 직업이 좀 걸리는데 계속 좋아해도 될까요?,본인이 괜찮다면 상관 없겠지요.,2
좋아하는 사람 포기하는 방법 있어?,생각을 덜 하는 것이 방법 중 하나입니다.,2
좋아하는 사람 프사랑 비슷한 거 걸어?,커플 프사 느낌으로 하면 좋죠.,2
좋아하는 사람 환심 살 수 있는 방법 좀.,그 분이 좋아하는 것을 알아봐요.,2
좋아하는 사람만 보면 감정이 북받쳐올라.,복잡한 심정일거라 생각해요.,2
좋아하는 사람만 보면 눈물이 나는데 어떡해?,감정이 북받쳐오르나봐요.,2
좋아하는 사람에 대한 감정이 이제 뭔지 잘 모르겠어.,수학 공식처럼 정의 내릴 수 없어요.,2
좋아하는 사람에 대한 관심을 끄는 방법이 뭐가 있을까.,다른일로 바쁘면 조금 덜할 거예요.,2
좋아하는 사람에 대한 미련이 아직 남은걸까.,미련도 사랑의 부분입니다.,2
좋아하는 사람에 대한 생각 비우는 방법 좀 알려줘요.,다른 것에 관심을 돌리는 게 좋아요.,2
좋아하는 사람에 대한 예의가 없는 것 같아.,예의없는 사람 좋아하지마세요.,2
좋아하는 사람에 대해 착각만하게 되는 내 자신이 싫어.,짝사랑 앞에 판단이 흐려지기 마련이에요.,2
좋아하는 사람에게 요리를 해주면 좋아할까?,맛이 없든 있든 좋을 것 같아요.,2
좋아하는 사람에게 편지를 쓴다는것. 효과적일까?,마음을 담은 편지보다 더 좋은 선물은 없을 거예요.,2
좋아하는 사람을 싫어하는 척하고 있는데 우울해.,척하는 게 쉽지가 않으니까요.,2
좋아하는 사람을 원망하게 될 것 같아.,원망은 아픔만 남길 뿐이에요. 털어버리세요.,2
좋아하는 사람의 심리를 모르겠어.,충분한 대화를 나눠보는게 필요해요.,2
좋아하는 사람의 호감을 살 수 있는 방법이 뭐가 있을까.,관심사에 대한 호감을 드러내 보세요.,2
좋아하는 사람이 거짓말을 하면 어떡하죠.,속아주는 것도 사랑이죠.,2
좋아하는 사람이 고쳤줬으면 하는 거 말해도 될까?,무례하지 않는 선에서 말하는게 좋아요.,2
좋아하는 사람이 나를 부담스러워해.,서로 마음이 같지 않았나봐요.,2
좋아하는 사람이 나한테 먼저 연락오게 하는 방법?,그 분이 관심갈 만한 일을 해보는 건 어떨까요.,2
좋아하는 사람이 날 너무 편하게 생각해.,이성으로 대하고 싶다고 말해보세요.,2
좋아하는 사람이 날 싫어해서 죽고 싶어.,애석하지만 당신을 더 소중히 생각해주세요.,2
좋아하는 사람이 너무 냉정한데.,좋아하는 마음을 표현하기 더 힘들겠어요.,2
좋아하는 사람이 너무 예뻐,내면을 더 들여다보세요.,2
좋아하는 사람이 너무 잘생겼어,내면을 더 들여다보세요.,2
좋아하는 사람이 너무 철벽치는데 계속 다가가도 될까?,철벽치는 이유를 먼저 알아보세요.,2
좋아하는 사람이 다른 사람을 좋아한대. 살기 싫다.,인연이 거기까지인가봐요.,2
좋아하는 사람이 다른 여자 얘기하는게 너무 가슴 아파요.,마음을 단단히 먹는게 힘들지요.,2
좋아하는 사람이 다른 여자랑 친해지는게 서운해.,충분히 서운할 만해요.,2
좋아하는 사람이 단둘이 있는 걸 부담스러워해요.,그렇다면 당분간은 친구들과 함께 만나는게 좋겠어요.,2
좋아하는 사람이 단톡에서 다른 남자한테 관심 있는 것 같이 보여요.,그렇게 느낀다면 조금씩 정리하는게 좋겠어요.,2
좋아하는 사람이 말한 이상형이랑 나랑 너무 다른데.,이상형은 이상형뿐일 수도 있어요.,2
좋아하는 사람이 부담스러워할까봐 친구들 여럿이서 보는데.,뭔가 아쉬운 점이 남겠네요.,2
좋아하는 사람이 생기면 좋을 줄 알았는데 우울하기만 해.,사랑이 내 맘같지 않으니까요.,2
좋아하는 사람이 쓰레기면 어떻게 할꺼야?,쓰레기 옆에 있기 싫어서 도망갈 거예요.,2
좋아하는 사람이 여러명인데 괜찮겠지.,좋아하는 건 내 맘이죠.,2
좋아하는 사람이 연애에 관심이 없는 거 같애,사랑에 관심 없는 사람도 많아요. 눈치가 없을 수도 있으니 적극적으로 다가가보세요.,2
좋아하는 사람이 외국인인데 날 부담스러워하진 않을까?,천천히 다가가보세요.,2
좋아하는 사람이 인기가 많은데 남친이 없어.,본인이 원해서 그럴 수도 있어요.,2
좋아하는 사람이 인기는 많은데 여친이 없어. 왜 그럴까?,혼자가 편한 걸지도 모르지요.,2
좋아하는 사람이 있는데 고백하는 건 싫어요.,구속되기 싫은 건지 생각해보세요.,2
좋아하는 사람이 있는데 관계에 진전이 없어.,멈추거나 한 발을 내딛거나 변화가 필요해보이네요.,2
좋아하는 사람이 있는데 사귀는 건 싫어.,책임을 지기 싫은 건지 생각해보세요.,2
좋아하는 사람이 있는데 사연이 길어요.,천천히 말씀해보세요.,2
좋아하는 사람이 있는데 씨씨야. 만나도 될까?,사랑은 수많은 장벽을 뛰어넘을 수 있어요.,2
좋아하는 사람이 있는데 이제 못 봐.,피치 못할 사정이 있나봐요.,2
좋아하는 사람이 있는데 자괴감 들어.,스스로를 괴롭게 하지 말아요.,2
좋아하는 사람이 있는데 종교가 달라.,종교가 큰 문제가 되기도 하죠.,2
좋아하는 사람이 있는데 할 말이 없어서 연락이 끊겼어.,또 다시 연락할 수 있어요.,2
좋아하는 사람이 있어.,좋아하는 감정과 대상이 있다는 건 행복한 일이에요.,2
좋아하는 사람이 자꾸 나한테 전여친 얘기해.,그만 듣고 싶다고 이야기해보세요.,2
좋아하는 사람이 좋아하는 것들 따라하게 되는데 정상인가?,정상이에요.,2
좋아하는 사람이 카톡 차단한듯.,정말 정리해야 할 때네요.,2
좋아하는 사람이 하는 행동에 하나씩 의미 부여하는게 짜증나.,의미부여가 특히 사람을 기대하게 만들기 때문이에요.,2
좋아하는 사람이 행동하는 모든 게 좋아.,사랑의 콩깍지가 씌었네요.,2
좋아하는 사람이랑 같은 반 돼라,기도할게요.,2
좋아하는 사람이랑 벚꽃구경 가고 싶어.,상황을 봐서 연락해 봐요.,2
좋아하는 사람이랑 종교가 다른데 괜찮을까?,종교가 큰 문제가 되기도 하죠.,2
좋아하는 사람이랑 친구 가능해?,그건 좀 힘들 것 같아요.,2
좋아하는 사람한테 거절 당하면 영영 끝일까 두려워.,그래서 보통 확실할 때 고백을 하죠.,2
좋아하는 사람한테 거절 당할까봐 두려워.,충분히 그렇게 생각할 수 있어요.,2
좋아하는 사람한테 고백 안하는 사람도 있나요?,있습니다.,2
좋아하는 사람한테 관심 없는 척 하는 것도 이제 지쳐요.,충분히 지칠만 해요.,2
좋아하는 사람한테 내가 자꾸 말거는 걸 귀찮아할까?,정말 귀찮다면 답장하지 않을 거예요.,2
좋아하는 사람한테 닮은 사람 봤다고 카톡 보내볼까?,그렇게 대화를 이어나가는 것도 방법이에요.,2
좋아하는 사람한테 도와달라고 해볼까?,좋아하니까 도와주었다고 생각하게 될 거예요.,2
좋아하는 사람한테 만나자고 말해도 되나.,말해보는게 우선이에요.,2
좋아하는 사람한테 말 거는 방법?,음료수라도 주면서 자연스럽게 근황을 물어봐요.,2
좋아하는 사람한테 맨날 선톡하는데 부담스러워 하려나?,맨날하지 말고 조금은 여지를 줘보세요.,2
좋아하는 사람한테 뭐라고 카톡 시작하지?,뭐하는지 물어보세요.,2
좋아하는 사람한테 선톡하려고 하는데.,먼저 다가가는 태도 좋아요.,2
좋아하는 사람한테 적극적인 여자 별로야?,적극적이면 오히려 더 좋을 것 같아요.,2
좋아하는 사람한테 집까지 데려달라고 부탁해볼까?,좋아하니까 도와주었다고 생각하게 될 거예요.,2
좋아하는 사람한테 티 안내는 사람 어떻게 생각해?,각자의 방식이 있으니 존중해야 해요.,2
좋아하는 선배가 나한테 연락했으면 좋겠어.,먼저 연락해도 힘들어 말아요.,2
좋아하는 선배가 있는데 선톡오게 하는 방법 좀.,먼저 연락해서 대화를 이어나가는게 더 좋습니다.,2
좋아하는 앞에서 방구를 꼈어.,생각만해도 소름돋네요.,2
좋아하는 애 가망 없으면 포기하는게 맞을까요?,가망이 없다면 정리하는게 덜 아플 거예요.,2
좋아하는 애 상메가 무슨 뜻인지 모르겠어.,궁금할만 해요.,2
좋아하는 애 친구한테 다같이 만나자고 말해도 돼?,다같이 만나면 재미있기는 하겠네요.,2
좋아하는 애 피하는 방법 조언 좀.,동선을 어느정도 파악하는게 도움이 될거예요.,2
좋아하는 애 피하는 중임.,마음을 정리하려나봐요.,2
좋아하는 애 피하면서도 우울해.,당당히 나서지 못하는 아쉬움이겠지요.,2
피해 다니면 좋아했던 마음이 좀 사라질까?,한동안은 힘들겠지만 서서히 사라질 거예요.,2
좋아하는 애한테 페메 해볼까?,직접 연락하는 게 좋을 것 같아요.,2
좋아하는 애가 1년만 기다려 달라는데 어쩌지.,기다릴 수 있다면 본인 의지대로 하셔요.,2
좋아하는 애가 여친 사귈 마음이 없대.,거절의 뜻으로 받아들여야할지도 모르겠네요.,2
좋아하는 애가 연예인에 관심이 많은데 나는 관심이 없는데 무슨 얘기하지?,모르니까 알려달라고 해보세요.,2
좋아하는 애가 자자고 해서 자버렸어. 어떡해?,진정으로 원하는 일인지 차분히 생각해보세요.,2
좋아하는 애가 좀 노는 애인데 좋아해도 돼?,어떤 사람이냐에 따라 다릅니다.,2
좋아하는 애랑 같은 반 됐어,축하해요!,2
좋아하는 애랑 같이 있으면 나만 이래?,좋아하는 사람 앞에선 모두 그럴 거예요.,2
좋아하는 애랑 같이 잤어.,원하던 바인지 스스로 생각해보세요.,2
좋아하는 애랑 관련된 흑역사가 많은데.,흑역사는 흑역사일뿐이에요.,2
좋아하는 애랑 만나서 놀건데 뭐 먹는게 좋을까?,좋아하는 음식을 알아보는 게 먼저일 거예요.,2
좋아하는 애랑 무슨 얘기할까?,공통 관심사를 알아봐요.,2
좋아하는 애랑 연락 중인데 어떤 얘기를 이끌어가야할지 모르겠어.,그분이 무엇을 좋아하는지 물어봐요.,2
좋아하는 애랑 영화 볼건데 액션은 좀 그렇겠지?,좋아하는 장르가 뭔지 알아보고 예매하세요.,2
좋아하는 애랑 있으면 왜 쳐다보지를 못하겠지.,부끄러운 감정이 들어서 그래요.,2
좋아하는 애랑 전화하면,즐거울 거예요.,2
좋아하는 애랑 카톡하면,좋을 것 같네요.,2
좋아하는 애를 내가 너무 우상화하는 것 같아.,마음이 커지면 그럴 수 있어요.,2
좋아하는 애한테 간접적으로 고백했는데 알아 차렸을까?,눈치가 엄청 없지 않는 이상 알아 차렸을 거예요.,2
좋아하는 애한테 말도 못 해보고 졸업했어요.,인연이라면 졸업 후에도 만날 수 있을 거예요.,2
좋아하는 애한테 선펨했는데 답장을 안해.,바쁘거나 마음이 없는걸지도 모르겠어요.,2
좋아하는 애한테 영화보자 하면 효과적일까?,영화 데이트 좋죠.,2
좋아하는 애한테 찌르기 눌러 버림.,아이쿠.,2
좋아하는 애한테 페메 해볼까.,당장 해보세요.,2
좋아하는 애한테 하고 싶은 말이 뭐야?,나를 좋아해줬으면 좋겠어.,2
좋아하는 여선배가 있는데 말할 수도 없고 어떡함.,왜 말을 못해요.,2
좋아하는 여자 때문에 너무 심각해요.,여유를 갖고 생각해보세요.,2
좋아하는 여자 마음을 알다가도 모르겠어.,알다가도 모르는게 사람 마음이에요.,2
좋아하는 여자 생겼는데 호감 표시하려면 어떻게 해야 해?,연락을 해보는게 좋아요.,2
좋아하는 여자 생겼으면 좋겠다.,곧 생길거라 믿어요.,2
좋아하는 여자 페북 친구도 아닌데 좋아요 눌렀음. 쪽팔려.,페북을 삭제하는 건 어떨까요.,2
좋아하는 여자가 너무 철벽이야.,좋아하는 마음을 표현하기 더 힘들겠어요.,2
좋아하는 여자가 다른 남자랑 친해지는게 짜증남.,충분히 신경쓰인 부분이에요.,2
좋아하는 여자가 최근들어 연락이 늦는데 나한테 마음이 없는거겠지.,바쁠 수도 있지만 그럴 확률이 크겠네요.,2
좋아하는 여자가 톡을 씹어.,마음을 정리하는게 좋겠어요.,2
좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?,좋아하는 마음이 있으면 가능하겠죠.,2
좋아하는 여자랑 친해지는 방법 좀 알려줘.,그분의 관심사에 대한 얘기가 좋겠네요.,2
좋아하는 여자애 꿈을 꿨는데 눈을 못 마주치겠음.,도대체 무슨 꿈을 꾼 건가요.,2
좋아하는 여자애 생각하느라 성적이 떨어짐.,좋아하는 마음 때문에 공부 안한 당신 때문이에요.,2
좋아하는 여자애 생겼는데 떨려 죽겠음.,설렘을 감추는게 더 힘들 때네요.,2
좋아하는 여자애 앞에서 표정 관리가 안됩니다.,진심으로 좋아해서 그럴 거예요.,2
좋아하는 여자애가 날 좋아하게 만들고 싶은데 조언 좀.,그분이 좋아하는 행동이 무엇인지 알아보세요.,2
좋아하는 여자애가 남친 사귈 마음이 없다는데 진짜일까?,그건 본인만 알 거예요.,2
좋아하는 여자애가 우리 형을 좋아한다고 들음. 나 어떡하냐.,천천히 마음을 정리하는게 좋겠네요.,2
좋아하는 여자애가 유학을 가는데 어떤 선물을 해주는게 추억에 남을까요?,큰 선물은 짐만 될 거예요.,2
좋아하는 여자애랑 같은 반이 됐어.,좋겠네요.,2
좋아하는 여자애한테 무슨 선물을 줄까?,아직은 부담스럽지 않은 선물이 좋겠네요.,2
좋아하는 여자애한테 밥 먹자고 했는데 바쁘다고만 해.,진짜 바쁜건지 거절인건지 알아보세요.,2
좋아하는 여자애한테 손편지 줘도 돼?,손편지만큼 정성이 담긴 선물도 없을 거예요.,2
좋아하는 여자애한테 어떻게 관심 표현하는지 조언 좀.,그녀의 관심사에 호감을 드러내세요.,2
좋아하는 여자애한테 어떻게 하면 좋은 인상을 남길 수 있을까?,우선 좋아하는 스타일을 알아보세요.,2
좋아하는 여자애한테 자연스럽게 페메 보내는 방법 뭐가 있지?,태그된 사진에 대한 이야기를 해봐요.,2
좋아하는 여자애한테 화이트데이 때 사탕 주면 좋아할까?,주면 좋아할 거예요.,2
좋아하는 여자에 프사가.,신경쓰이나봐요.,2
좋아하는 여자에게 어떻게 연락할까?,잘 지내는지 자연스럽게 다가가보세요.,2
좋아하는 여자의 단점을 들었는데 어떻게 해야할지 모르겠어 답답해.,좋아했던 만큼 쉬운 결정을 아닐거예요.,2
좋아하는 여자한테 관심 없는 척 하고 있어.,표현하기 망설여지나봐요.,2
좋아하는 여자한테 관심 없는 척 하는데 잘하고 있는지 모르겠어.,솔직한 편이 더 좋아요.,2
좋아하는 여자한테 남친이 있는데 연락하고 싶어.,연애 중인 사람에게는 연락하지 않는 게 좋을 것 같아요.,2
좋아하는 여자한테 선물해도 괜찮을까?,좋아할 거예요.,2
좋아하는 여자한테 연락 하지 말자고 했는데 후회해.,그게 최선의 선택이었을 거예요.,2
좋아하는 여자한테 표현하는게 옳은 걸까?,표현하지 않고 끝낸다면 후회할 수 있어요.,2
좋아하는 연예인 바뀔 때마다 짝남이 바뀌는 듯.,이상형이 반영 되었을 수도 있어요.,2
좋아하는 오빠 페북 친구도 안되어있는데 실수로 댓글 달았어요.,페북을 삭제하는 편이 좋겠네요.,2
좋아하는 오빠가 날 어리게만 봐.,오빠 동생 사이로 지낸 기간이 있으면 그럴 수 있어요.,2
좋아하는 오빠가 최근에 연락이 계속 늦거나 이어지지 않는데 그냥 연락 끊어야 할까.,그러는 것이 맘 편할지도 몰라요.,2
좋아하는 오빠랑 어떻게 친해질까.,그분의 관심사에 대한 얘기가 좋겠어요.,2
좋아하는 오빠랑 친해지는법,남자들은 먼저 다가와 주는 여자를 좋아한대요.,2
좋아하는 이상형이 계속 바뀌어.,성격도 계속 바뀌니 걱정 말아요.,2
좋아하는 티도 못내는 제가 너무 불쌍해요.,상황이 여의치 않나봐요.,2
좋아하는 티를 많이 내도 문제야?,사랑스러울 것 같아요.,2
좋아하는거 어떤 느낌이야?,나보다는 그 사람을 생각하게 되는 거요.,2
좋아하는거 어떤 느낌임.,마음을 주체할 수 없는거 아닐까요.,2
좋아하는게 이렇게 힘들지 몰랐어.,좋아하는 것 만큼 감정 소모가 큰 건 없어요.,2
좋아하는데 걸린 시간이 보통 어떻게 돼요?,1초가 걸릴 수도 있고 평생이 걸릴 수도 있어요.,2
좋아하는데 이전과 다를게 없을까봐 말을 못하겠음.,달라지는 게 없다면 정리하는게 덜 힘들어요.,2
좋아하는데 자꾸 시비걸게 돼요.,괜히 질투가 나서 그럴지도 몰라요.,2
좋아하는데 자꾸 짜증나기도 해.,사랑 앞에 장사 없지요.,2
좋아하는데 전혀 티 안내는게 가능할까요?,감정은 숨길 수 없어서 불가능할 거라 생각합니다.,2
좋아하는데 티조차 못내는게 마음 아파요.,표현하면 안되는 상황인가봐요.,2
좋아하는데도 헤어지자네요.,그건 좋아하는 게 아니에요.,2
좋아하는지 확신이 안들어,그분이 다른 사람과 함께 있는 상황을 생각해봐요. 느낌이 올 거예요.,2
좋아하는지 확신이 안들어,좀 떠보세요.,2
좋아하다 더 좋아지는 게 사랑인가?,사랑은 사람마다 정의가 다를 거예요.,2
좋아하던 남자애가 여친 생겼는데 막상 아무런 느낌 안 들어.,좋아하는 걸로 착각하고 있었을 수도 있어요.,2
좋아하던 사람 미워질 것 같아.,정들었나봐요.,2
좋아하던 사람에 대한 감정으로 내가 너무 힘들어.,정들었나봐요.,2
좋아하던 사람하고 멀리 떨어져 있으면 더 보고 싶어져?,더 애달프겠지요.,2
좋아하던 여자애가 남친 생겼다는대 아무렇지도 않아.,좋아하는 걸로 착각하고 있었을 수도 있어요.,2
좋아하면 꿈에 나오는건가?,생각을 자주하면 나올 수 있어요.,2
좋아하면 먼저 연락해야 해?,그런 경우가 아무래도 많겠죠.,2
좋아하면 어떤 느낌일까.,설레서 잠도 못자는 느낌이요.,2
좋아하면 이용당해도 되는거야?,절대 안됩니다.,2
좋아하면서 너무 싫어.,사랑은 복합적인 감정이니까요.,2
좋아하면서도 너무 싫은 감정 뭘까요.,좋아하는 만큼 지쳐가는 마음 아닐까요.,2
좋아하지 않는데 계속 연락하고 만나는거 가능한가.,가벼운 친구사이로 생각할 수도 있죠.,2
좋아해,고백하세요.,2
